English: Is that your dog that's just wandered in over there? = French:	Est-ce que c'est votre chien qui vient de rentrer par là ?	C'est votre chien qui est juste entré par là?
English: Only kidding... but they do allow you to bring your own entertainment if you want. = French:	Je blague... mais ils autorisent qu'on vienne avec ses propres animations.	Je plaisante... mais ils vous permettent d'apporter votre propre divertissement si vous le souhaitez. = German: Ich lade mich nur... aber sie erlauben Ihnen, Ihre eigenen Unterhaltung zu bringen, wenn Sie wollen. = Spanish: Me estoy riendo... pero te permiten traer tu propio entretenimiento si lo deseas. = Swedish: Jag låter mig... men de tillåter dig att ta med din egen underhåll om du vill. = Dutch: Ik laat me... maar ze laten je toevoegen je eigen vermaak als je wilt. = Finnish: Oletko hyvä... mutta niille sallivat sinun lisätä omasi omaa tavoita, jos haluat. = Hungarian: Csak öt... de megengedettek, hogy a saját tavasztalálatot is tudj megkapni, ha szeretnéd. = Romanian: Nu am făcut o grădina... dar puteți adăuga propriul divertisment, dacă doriți. = Slovak: Tady sa mi točí... ale ti umožňujú pridať svoj vlastný spolenie, ak chcete. = Slovenian: Ti si lahko... ali ti omogočajo da pridete svoj vlastni spol, če si želiš. = Czech: To je dobré... ale ti umožňují pridať svoj vlastný spolenie, če si to želiš. = Turkish: Bu şey değil... ama sizler size kendi tüm oyunları ekleyebilirsiniz, eğer istiyorsanız. = Lithuanian: Šiuo metu ne... bet jūs galite įtraukti savo vlastą spaudą, jei jūs norite. = Latvian: Šajā laikā ne... bet jūs varat ģeisti savu vēlēto spaudu, ja vēlaties. = Slovak: Tady sa mi točí... ale ti umožňujú pridať svoj vlastný spolenie, če si to želiš. = Albanian: Nuk është në rregull... por ju mund të shtoh
English: They don't call you Einstein for ... No they don't call you Einstein at all. = French:	Si on t'appelle Einstein, c'est... Non mais en fait on ne t'appelle pas Einstein du tout.	Ils ne t'appellent pas Einstein pour rien. = German: Sie nennen dich nicht Einstein für nichts. = Spanish: No te llaman Einstein por nada. = Italian: Non ti chiamano Einstein per niente. = Portuguese: Não te chamam Einstein por nada. = Russian: Не называют тебя Эйнштейн за... = Swedish: De inte kallan dig Einstein för... = Dutch: Ze genoegen niet om je te kennen als Einstein. = Norwegian: De kallen deg ikke Einstein for... = Polish: Nie chcą cię znać jako Einstein. = Czech: Nejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtejtej
English: I think this consultation has been worth every penny. = French:	Je pense que cette conversation valait largement son prix.	Je pense que cette consultation a été bien payée.
English: It would be funny though and it would get other students to pay attention = French:	Ce serait drôle pourtant et cela rendrait les autres étudiants plus attentifs.	Ça serait drôle et ça ferait que les autres élèves prêteraient attention
English: Please just make yourself at home. = French:	Faites comme chez vous.	S'il vous plaît, faites comme chez vous. = German: Bitte, mach dich wie zu Hause. = Spanish: Por favor, siéntete como en casa. = Italian: Si prega, si senti come a casa tua. = Portuguese: Por favor, sinta-se em casa. = Russian: Пожалуйста, смиритесь как в доме. = Chinese: 请随意，就像在家里一样。 = Japanese: おかえりなさい。 = Korean: 환영합니다。 = Vietnamese: Xin mời, cứ tự nhiên như ở nhà. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew: שלום, שלום, שלום. = Persian: خوش آمدید. = Turkish: Hoşgeldiniz. = Arabic: مرحبا، مرحبا، مرحبا. = Hebrew
English: I'm hopeless when it comes to directions. = French:	Je n'ai aucun sens de l'orientation.	Je suis perdu quand il s'agit de directions. = German: Ich bin verwirrt, wenn es um Richtungen geht. = Spanish: Soy un desastre cuando se trata de direcciones. = Italian: Io sono un disastro quando si tratta di indirizzi. = Dutch: Ik ben verloren wanneer het om richtingen gaat. = Swedish: Jag är förlorad när det gäller rättningar. = Norwegian: Jeg er forlorat når det gjelder retninger. = Finnish: Otan on menetelmät riippumatta suuntaa. = Hungarian: Nem tudom, hogy a személyek hívnak. = Czech: Nemám smysl, jak se děti dělá. = Slovak: Nemám smysl, ako děti dělá. = Slovenian: Nemam smisl, kako djete določe. = Romanian: Nu am grijă, cum se copii face. = Lithuanian: Nepavyko nustatyti, kaip dalyviai veikia. = Bulgarian: Не знаю, как детьми работают. = Serbo-Croatian: Ne znam, kako deti radu. = Slovak: Nevím, ako děti radí. = Ukrainian: Не знаю, как детьми работают. = Kazakh: Не знаю, как детьми работают. = Kyrgyz: Не знаю, как детьми работают. = Tajik: Не знаю, как детьми работают. = Persian: نه جانم که بچه ها کار می‌کند. = Urdu: مجھے معلوم نہیں کہ بچے کیا کرتے ہیں. = Pashto: مجھے معلوم نہیں کہ بچے کیا کرتے ہیں. = Hindi: مجھے معلوم نہیں کہ بچے کیا کرتے ہیں. = Tamil: எனக்கு தெரியாது کہ بچے کیا کرتے ہیں. = Telugu: எனக்கு தெரியாது کہ بچے کیا کرتے ہیں. = Malayalam: مجھے معلوم نہیں کہ بچے کیا کرتے ہیں. = Kannada: ನನಗೆ ખબર નથી કે બાળકો શું કરે છે. = Sinhala: මම් දියුණු කියවන් කියවන් කියවන් කියව
English: Why were you cooking cream? = French:	Pourquoi faisiez-vous de la crème ?	Pourquoi faisiez-vous de la crème?
English: Especially at our ages! = French:	Surtout à notre âge !	Surtout à notre âge! = German: Insbesondere in unseren Jahren! = Spanish: Especialmente a nuestra edad! = Italian: Specialmente a nostra età! = Portuguese: Especialmente na nossa idade! = Russian: Специально на нашей возрастной стадии! = Chinese: 尤其是我们这个年龄! = Japanese: 特別に私達の年齢! = Korean: 특히 우리의 연령! = Vietnamese: Đặc biệt là ở tuổi của chúng ta! = Tagalog: Ang ganda ng ating mga taong! = Kazakh: Қыздықтарға осындағы! = Kyrgyz: Тоң бешқаларға осындағы! = Mongolian: Ард болх болхгүй! = Persian: خاص در عمرنا! = Urdu: خاص طور پر ہمارے عمر! = Vietnamese: Đặc biệt là ở tuổi của chúng ta! = Chinese: 尤其是我们这个年龄! = Japanese: 特別に私達の年齢! = Korean: 특히 우리의 연령! = Vietnamese: Đặc biệt là ở tuổi của chúng ta! = Tagalog: Ang ganda ng ating mga taong! = Kazakh: Қыздықтарға осындағы! = Kyrgyz: Тоң бешқаларға осындағы! = Mongolian: Ард болх болхгүй! = Persian: خاص در عمرنا! = Urdu: خاص طور پر ہمارے عمر! = Vietnamese: Đặc biệt là ở tuổi của chúng ta! = Chinese: 尤其是我们这个年龄! = Japanese: 特別に私達の年齢! = Korean: 특히 우리의 연령! = Vietnamese: Đặc biệt là ở tuổi của chúng ta! = Tagalog: Ang ganda ng ating mga taong! = Kazakh: Қыздықтарға осындағы! = Kyrgyz: Тоң бешқаларға осындағы! = Mongolian: Ард болх болхгүй! = Persian: خاص در عمرنا! = Urdu: خاص طور پر ہمارے عمر! = Vietnamese: Đặc biệt là ở tuổi của chúng ta
English: Bye = French:	Au revoir.	Au revoir = German: Tschüss = Spanish: Adiós = Italian: Ciao = Japanese: Sayonara = Korean: 안녕히 계세요 = Vietnamese: Xin chào = Tagalog: Mahal kita = Thai: สวัสดี = Vietnamese: Xin chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese: Chào = Vietnamese:
English: Really! = French:	Vraiment !	Vraiment! = German: Wirklich! = Spanish: ¡De verdad! = Italian: Realmente! = Portuguese: Realmente! = Swedish: Verkligen! = Dutch: Waar! = Norwegian: Verkligen! = Finnish: Verkko! = Hungarian: Biztosan! = Romanian: Real! = Turkish: Gerçek! = Bulgarian: Настоящо! = Serbo-Croatian: Da! = Slovak: Reálne! = Slovenian: Reálno! = Greek: Ναί! = Turkish: Gerçek! = Kazakh: Да! = Kyrgyz: Да! = Mongolian: Эй! = Vietnamese: Thật! = Korean: 진짜! = Japanese: 実に! = Chinese: 真的! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实! = Chinese: 确实!
English: You can never get any peace around here! = French:	On ne peut jamais être tranquille, ici !	Vous ne pouvez jamais avoir la paix ici! = German: Du kannst hier nie ruhig sein! = Spanish: ¡Nunca tendrás paz aquí! = Italian: Non avrai mai pace qui! = Portuguese: Nunca terás paz aqui! = Russian: Не будет тебе никакой счастья! = Chinese: 你永远得不到安宁！ = Japanese: ここにいる限り、あなたは平和を得ることはない！ = Korean: 당신은 항상 이곳에서 평화를 얻을 수 없습니다！ = Vietnamese: Bạn sẽ không bao giờ có được sự bình yên ở đây！ = Turkish: Burada her zaman biraz daha olacak！ = Arabic: هنا، لن تحصل على أي سلام！ = Persian: همینجا، شما هیچ‌آرام‌نشانی نمی‌دید！ = Hindi: यहाँ आप कभी भी शांति नहीं मिलेगा！ = Tagalog: Ang dalawang puso mo ay hindi makapag-ibig sa akin！ = Kazakh: Таңдай дақадай, туғандай！ = Kyrgyz: Таңдай дақадай, туғандай！ = Mongolian: Таңдай дақадай, туғандай！ = Ukrainian: Таңдай дақадай, туғандай！ = Vietnamese: Bạn sẽ không bao giờ có được sự bình yên ở đây！ = Kazakh: Таңдай дақадай, туғандай！ = Kyrgyz: Таңдай дақадай, туғандай！ = Mongolian: Таңдай дақадай, туғандай！ = Ukrainian: Таңдай дақадай, туғандай！ = Vietnamese: Bạn sẽ không bao giờ có được sự bình yên ở đây！ = Kazakh: Таңдай дақадай, туғандай！ = Kyrgyz: Таңдай дақадай, туғандай！ = Mongolian: Таңдай дақадай, туғандай！ = Ukrainian: Таңдай дақадай, ту
